cpc_group_id,cpc_subgroup_id,patent_abstract,patent_number,patent_title,patent_year
Y02D,Y02D70/164,"Disclosed is a mobile terminal including a touch screen display, a camera, a power button and an activation button for turning on the touch screen display. The mobile terminal has a first function and a second function to perform in response to user input and provides user settings for configuring at least one of the first and second functions such that the at least one of the first and second functions is performed along with turning on the touch screen display when pressing of the activation button is detected while the touch screen display is turned off. The mobile terminal is configured to perform the first and second functions depending upon length of pressing of the activation button in addition to turning on the touch screen display.",9959555,Activating display and performing additional function in mobile terminal with one-time user input,2018
Y02D,Y02D70/164,"A mobile terminal includes a touch screen display, a camera, a power button and an activation button for turning on the touch screen display. The mobile terminal has a first function and a second function to perform in response to user input and provides user settings for configuring at least one of the first and second functions such that the at least one of the first and second functions is performed along with turning on the touch screen display when pressing of the activation button is detected while the touch screen display is turned off. The mobile terminal is configured to perform the first and second functions depending upon length of pressing of the activation button in addition to turning on the touch screen display.",9978082,Activating display and performing additional function in mobile terminal with one-time user input,2018
Y02D,Y02D70/00,"This activation method includes: determining a sequence of activation of plural detection modules each of which is configured to detect a state, for a first condition related to results of detection by the plural detection modules; first activating a detection module that is a first in the sequence; and second activating a certain detection module other than the detection module that is the first in the sequence, upon detecting that a result of detection by a first detection module whose turn in the sequence is immediately before a turn of the certain detection module satisfies a second condition which corresponds to the first detection module and is included in the first condition.",10009845,Activation method and portable terminal,2018
Y02D,Y02D70/00,"In an aspect of the disclosure, a method, a computer-readable medium, and an apparatus are provided. The apparatus may be a second base station. The second base station receives a measurement report and a cell identifier, associated with a first base station, from a UE. The second base station determines, based on the cell identifier, that the first base station is in a dormant state. The second base station sends an activation request to the first base station, based on the measurement report, to prompt the first base station to transition from the dormant state to an active state. The second base station further includes handing off the UE to the first base station.",9998960,Activation procedure for dormant cells,2018
Y02D,Y02D10/126,Techniques are described in which to determine as separate values the active time and the stall time of a processing unit at different operating frequencies of the processing unit and bus bandwidths of a bus that interconnects the processing unit to system memory. The techniques may adjust the operating frequency of the processing unit and/or bus bandwidth based on the determined active times and stall times.,10108564,Active and stall cycle based dynamic scaling of processor frequency and bus bandwidth,2018
Y02D,Y02D10/14,"Embodiments relate to loading and storing of data. An aspect includes a method for transferring data in an active memory device that includes memory and a processing element. An instruction is fetched and decoded for execution by the processing element. Based on determining that the instruction is a gather instruction, the processing element determines a plurality of source addresses in the memory from which to gather data elements and a destination address in the memory. One or more gathered data elements are transferred from the source addresses to contiguous locations in the memory starting at the destination address. Based on determining that the instruction is a scatter instruction, a source address in the memory from which to read data elements at contiguous locations and one or more destination addresses in the memory to store the data elements at non-contiguous locations are determined, and the data elements are transferred.",10049061,"Active memory device gather, scatter, and filter",2018
Y02D,Y02D70/1222,"The invention is directed to a location tracker and auxiliary device for use with a monitoring center for tracking individuals or objects. The location tracker has position determining circuitry and first wireless circuitry that communicates position data representative of the location of the location tracker to a remote location (e.g., a monitoring station). The location tracker also has second wireless circuitry that communicates with the auxiliary device. The location tracker has at least two operational modes. The location tracker switches operational modes when communication is established between the location tracker and the auxiliary device. The auxiliary device generally has an associated auxiliary device ID and wireless circuitry that communicates the auxiliary device ID to the location tracker.",9918187,Active wireless tag and auxiliary device for use with monitoring center for tracking individuals or objects,2018
Y02D,Y02D10/152,"In an embodiment, processor includes at least one logic circuit to generate information to be output from the processor; an input/output (IO) interface circuit coupled to the at least one logic circuit to receive and transmit the information; a voltage regulator to provide an operating voltage to the IO interface circuit; and a controller to control the voltage regulator to provide the operating voltage at an adjusted level from a nominal operating voltage based on a process variation of at least a portion of a die including the IO interface circuit. Other embodiments are described and claimed.",9977477,Adapting operating parameters of an input/output (IO) interface circuit of a processor,2018
Y02D,Y02D70/00,"Disclosed are an adaptive power controllable WIFI adjusting method and device, wherein the method includes the following steps that are suitable for a WIFI mobile terminal to execute: determining a WIFI adjustment object as well as an adjustment target value by detecting a current WIFI application environment and/or communication status; obtaining a current value of the WIFI adjustment object by detecting the WIFI adjustment object; comparing the adjustment target value with the current value, and coupling back a comparison result; performing an initial adjustment and a fine adjustment on the WIFI adjustment object according to the coupled-back comparison result, and making a value of the adjustment object obtained after the adjustments consistent with the adjustment target value through precise adjustment, calibration, and correction.",10051563,Adaptive and power-controllable WIFI adjusting method and device,2018
Y02D,Y02D70/00,"A first device is activated and transmits wireless beacon frames. The first device acts as an access point to a temporary wireless network, while the beacon frame invites a second device to connect thereto. The beacon frame may be sent at various rates or intervals in the interest of expeditious discovery or contact, conservation of battery-based energy resources, or according to other goals. The second device may respond to the beacon, and accepted by the first device for connection to the temporary wireless network. The second device may then provide network access credentials corresponding to an established network. The first device may then switch to a station mode and connects to the established wireless network by way established corresponding wireless access point. The temporary wireless network may be terminated after the first device successfully connects to the established wireless network.",9900919,Adaptive beacon rate system,2018
Y02D,Y02D10/14,"In a method of adaptive buffering in a mobile device having a host processor and a sensor processor coupled with the host processor, the sensor processor is used to buffer data received from a sensor that is operated by the sensor processor. The data is buffered by the sensor processor into a circular data buffer. Responsive to the sensor processor detecting triggering data within the received data: a first adaptive data buffering action is initiated with respect to the data received from the sensor operated by the sensor processor; a second adaptive data buffering action is initiated with respect to second data received from a second sensor of the mobile device; and a command is sent from the sensor processor to a second processor.",10133690,Adaptive buffering of data received from a sensor,2018
Y02D,Y02D10/14,Examples are disclosed for adaptive configuration of non-volatile memory. The examples include a mode register configured to include default and updated values to indicate one or more configurations of the non-volatile memory. The examples may also include discoverable capabilities maintained in a configuration table that may indicate memory address lengths and/or operating power states.,10026475,Adaptive configuration of non-volatile memory,2018
Y02D,Y02D50/30,"A method of streaming media may include opening a single connection between a client device and a media source; requesting a first media segment of a media stream corresponding to selected tier of a media title over the single connection; determining a download bitrate of the single connection; comparing the download bitrate to a predetermined bitrate of the media title; and in response to determining that the download bitrate is less than the predetermined bitrate, opening a plurality of connections between the client device and media source. The predetermined bitrate may be a predetermined bitrate of a next higher bitrate tier in a group of tiers containing the selected tier when the selected tier is not a highest bitrate tier in the group, and a predetermined bitrate of the selected tier otherwise. The method may further include, in response to determining that an aggregate download bitrate of the plurality of connections is less than a multiple of a download bitrate of an individual one of the connections, closing some of the plurality of connections so that only the individual connection remains.",9979765,Adaptive connection switching,2018
Y02D,Y02D70/00,"An apparatus of a transmitter and method are provided, the apparatus comprising a processor that calculates a supply voltage (SV) value (SVV) to provide as an SV for a power amplifier (PA) of the transmitter for transmissions during a transmission time slot (TS). When the SV < an envelope tracking (ET) threshold (ETT), then the processor configures the PA to transmit a signal in an average power tracking (APT) mode that maintains the SV at the SVV during the TS. When the SV≥ETT, and an APT condition is met, then the processor configures the PA to transmit the signal in the APT mode. When the SV≥ETT, and the APT condition is not met, then the processor transmits by an adjustment to the SVV to track an amplitude modulation envelope during the TS in an ET mode.",10129823,Adaptive envelope tracking threshold,2018
Y02D,Y02D10/153,Examples are disclosed for adaptive graphics subsystem power and performance management including adjusting one or more power management or performance attributes for a graphics subsystem for a computing platform based on a comparison of a current quality metric to a target quality metric. The current and target quality metric to be separately determined based on current and target quality of service (QoS) values for power management and performance for at least portions of the computing platform.,9891681,Adaptive graphics subsystem power and performance management,2018
Y02D,Y02D70/00,"The present disclosure discloses a method and network device for adaptive management of wireless clients based on clients' radio behaviors and capabilities. Specifically, a disclosed network device can dynamically select a location tracking mechanism based on a probing characteristic of a client device. The disclosed network device can also dynamically selects a communication mechanism based on a power saving characteristics of a client device. Moreover, the disclosed network device can determine whether to select a new access point for a client device based on roaming characteristics of the client device. The adaptive management of client devices can be performed on a group of client devices with similar radio behaviors and/or capabilities on a per-radio rather than per-BSSID (basic service set identifier) basis.",10091730,Adaptive management of wireless clients based on clients radio behaviors and capabilities,2018
Y02D,Y02D10/126,Adaptive power capping in a chip that includes a plurality of cores in a processing system is provided. An active power demand for the chip is dynamically determined based on observed events of the cores. An average temperature of the chip is computed using one or more on-chip thermal sensors in the cores to estimate leakage power of the chip. A power capping threshold that incorporates the estimate of leakage power is determined based on the average temperature of the chip. Power capping is performed by throttling the cores based on determining that the active power demand for the chip exceeds the power capping threshold.,10048734,Adaptive power capping in a chip,2018
Y02D,Y02D10/126,Adaptive power capping in a chip that includes a plurality of cores in a processing system is provided. An active power demand for the chip is dynamically determined based on observed events of the cores. An average temperature of the chip is computed using one or more on-chip thermal sensors in the cores to estimate leakage power of the chip. A power capping threshold that incorporates the estimate of leakage power is determined based on the average temperature of the chip. Power capping is performed by throttling the cores based on determining that the active power demand for the chip exceeds the power capping threshold.,9874917,Adaptive power capping in a chip,2018
Y02D,Y02D70/142,"A system including an intelligent power management device including a plurality of sub-devices, a communication component communicatively connect the device to a communication network, wherein an intelligent power management (IPM) agent is continually run on the device and is configured to save power consumption on the device based on a plurality of power management policies including power management actions for controlling power consumption of a sub-device, wherein the power management policy is received from a remote server, and wherein the IPM agent is configured to adaptively change, using historic usage data of a plurality of users of the intelligent power management device, the power management actions to optimize a power saving on the plurality of sub-devices for each of the plurality of users.",10146288,Adaptive power consumption management in smart devices,2018
Y02D,Y02D70/00,"A method for reducing self-interference in a wireless network, such as a Link 16 network, while maintaining simultaneous multiple access takes advantage of the physical proximity of nodes in a localized subnetwork, such as a fighter-to-fighter subnetwork in a flight wing, by actively reducing the transmit powers used for subnet messages between the nodes. Calibration messages such as Precise Participant Location and Identification (PPLI) messages are exchanged between all of the nodes of the localized subnetwork, from which each node determines the identities, transmit powers, noise levels, and SNRs of all of the other nodes. The node then determines a link margin for other nodes, and sets its transmit power to a “safe” level for the subnetwork according to the lowest link margin.",9998995,Adaptive power control of localized subnets for reducing self-interference in wireless networks,2018
Y02D,Y02D10/22,A power management system and method for performing power management operations in a distributed computer system uses predicted resource demands for a specified time in the future to change a power management option of a power management analysis algorithm prior to the specified time so that the power management analysis algorithm can be executed in anticipation of the predicted resource demands at the specified time.,10068263,Adaptive power management of a cluster of host computers using predicted data,2018
Y02D,Y02D70/12,"A method of harvesting power from a heating, ventilation, and air conditioning (HVAC) system using an HVAC controller may include harvesting power from the HVAC system and measuring an electrical characteristic of the HVAC controller. The electrical characteristic may indicate whether the power harvested from the HVAC system is high enough to risk interfering with a normal operation of the HVAC system. The method may also include increasing the power harvested from the HVAC system until the electrical characteristic indicates that the HVAC controller is at risk of interfering with the normal operation of the HVAC system.",10082307,Adaptive power-stealing thermostat,2018
Y02D,Y02D70/00,"A user equipment (UE) is configured to adaptively switch between different techniques/methods for performing inter-frequency or inter-radio access technology measurement. The UE may use one technique for measurement based on certain communication conditions and in response to a change in communication conditions may switch to another measurement technique. Different techniques may be used such as using a network configured communication gap, using a connected discontinuous reception cycle off-period for measurement, or other techniques.",9967817,Adaptive selection of inter-RAT measurement methods,2018
Y02D,Y02D70/00,"An example computer-implemented method includes determining, by an electronic device, that the electronic device has not received a user activity for an interval of time. The method also includes determining, by the electronic device, a contextual state of the electronic device, and adapting, by the electronic device, a sleep delay value based on the determined contextual state of the electronic device. The method also includes determining that the interval of time has exceeded the sleep delay value, and responsive to determining that the interval of time has exceeded the sleep delay value, transitioning, by the electronic device, from a first power state to a second power state, where the first power state is higher or lower than the second power state.",9942854,Adaptive sleep delay,2018
Y02D,Y02D10/14,"A storage device with a memory may modify throttling to reduce cross temperature effects. The decision to throttle may be based on a memory device temperature (i.e. temperature throttling) or may be based on the memory device's health, usage, or performance (e.g. hot count or bit error rate). Temperature throttling may be implemented that considers the memory device's health, usage, or performance (e.g. hot count or bit error rate). Likewise, throttling based on the memory device's health, usage, or performance may utilize the memory device's temperature to optimize throttling time. For example, a test mode matrix (TMM) may be modified to depend on temperature.",10007311,Adaptive temperature and memory parameter throttling,2018
Y02D,Y02D10/155,"In one embodiment, an active stylus includes a transmitter configured to transmit electrical signals to a device through a touch sensor of the device. The active stylus also includes a receiver configured to receive electrical signals from the device through the touch sensor of the device. Furthermore, the active stylus includes a controller configured to determine a strength of an electrical signal received by the receiver from the touch sensor of the device and instruct the transmitter to transmit electrical signals to the device at a voltage based at least on the determined strength of the electrical signal received by the receiver.",10114484,Adaptive transmit voltage in active stylus,2018
Y02D,Y02D70/00,A method for adaptively disabling receiver diversity is provided. The method can include a wireless communication device determining an active data traffic pattern; defining a threshold channel quality metric based at least in part on a threshold channel quality needed to support a threshold quality of service for the active data traffic pattern; comparing a measured channel quality to the threshold channel quality metric; and disabling receiver diversity in an instance in which the measured channel quality metric satisfies the threshold channel quality metric.,10110294,Adaptive use of receiver diversity,2018
Y02D,Y02D70/00,"In some implementations, a method in a user equipment (UE) for adaptively determining a wakeup period includes determining a power level of a Downlink (DL) transmission from a base station during a first wakeup period within a Discontinuous Reception (DRX) inactive time. The UE deactivates a RF receiver in response to the determination of the second wakeup period. The UE activates the RF receiver at a beginning of the second wakeup period prior to a DRX active time. The UE receives a DL paging channel transmission during the DRX active time.",10051575,Adaptively determining a wakeup period,2018
Y02D,Y02D10/13,"Statistical data is used to enable or disable snooping on a bus of a processor. A command is received via a first bus or a second bus communicably coupling processor cores and caches of chiplets on the processor. Cache logic on a chiplet determines whether or not a local cache on the chiplet can satisfy a request for data specified in the command. In response to determining that the local cache can satisfy the request for data, the cache logic updates statistical data maintained on the chiplet. The statistical data indicates a probability that the local cache can satisfy a future request for data. Based at least in part on the statistical data, the cache logic determines whether to enable or disable snooping on the second bus by the local cache.",9858188,Adaptively enabling and disabling snooping fastpath commands,2018
Y02D,Y02D10/13,"One embodiment of the present invention sets forth a method for accessing non-contiguous locations within a DRAM memory page by sending a first column address command to a first DRAM device using a first subset of pins and sending a second column address command to a second DRAM device using a second subset of repurposed pins. The technique requires minimal additional pins, space, and power consumption. Further, sending multiple column address commands allows for increased granularity of DRAM accesses and therefore more efficient use of pins. The technique for accessing non-contiguous locations within a DRAM memory page.",10020036,Address bit remapping scheme to reduce access granularity of DRAM accesses,2018
Y02D,Y02D10/13,"A computing system includes: an instruction dispatch module module configured to receive a program instruction; and an address reordering module, coupled to the instruction dispatch module, configured to filter the program instruction when the program instruction is a hit in a cache-line in a prefetch filter. The computer system further includes: an instruction dispatch module configured to receive a program instruction; an address reordering module, coupled to the instruction dispatch module, configured to: allocate a tag in a tag module for the program instruction in a program order, allocate a virtual address in a virtual address module for the program instruction and out-of-order relative to the program order, and insert a pointer associated with the tag to link the tag to the virtual address.",10031851,Address re-ordering mechanism for efficient pre-fetch training in an out-of order processor,2018
Y02D,Y02D50/30,"Methods and systems are provided. Exemplary methods may include: providing a first data packet to a first interface, the first data packet including a first address and being received from a computing device, the computing device being at a premises and coupled to a third interface, the first interface coupled to a first broadband connection received at the premises, the first broadband connection being coupled to a service using a first data network; determining at least one second data packet to be received at the first interface from the service is lost or delayed; supplying a second address to the computing device for communications with the service, in response to the determining; receiving from the computing device a third data packet including the second address; modifying the third data packet including replacing the second address with the first address; and giving the modified third data packet to a second interface.",9929981,Address space mapping for managing alternative networks for high quality of service communications,2018
Y02D,Y02D10/16,"Apparatuses and methods to adjust voltage for thermal mitigation are provided. The apparatus includes a circuit, a plurality of switches configured to provide power of a power domain to the circuit, a plurality of thermal sensors disposed at different locations about the circuit and configured to detect temperatures at the different locations, and a control circuit configured to determine that one of the detected temperatures at one of the locations exceeds a temperature threshold, and in response, adjust one or more of the plurality of switches in proximity with the one location to reduce power provided to the circuit. The method includes providing power of a power domain through a plurality of switches, detecting a temperature at a location exceeding a temperature threshold, and adjusting the plurality of switches in proximity with the location to reduce the power provided, in response to the detecting the temperature exceeding the temperature threshold.",10103714,Adjust voltage for thermal mitigation,2018
Y02D,Y02D10/153,"In general, embodiments of the invention provide an approach to proactively adjust timeout settings on a display device based on user activity. Specifically, a system and method are presented to adaptively adjust the inactivity timeout settings on a display device based on the application being used, the content being displayed on the device, and an analysis of the user's history with the application. The present invention calculates an inactivity timeout modifier which is utilized to modify the default operating system timeout value.",10133335,Adjusting inactivity timeout settings for a computing device,2018
Y02D,Y02D10/173,"In one embodiment, while a mobile electronic device is in a first operation state, it receives sensor data from one or more sensors of the mobile electronic device. The mobile electronic device analyzes the sensor data to estimate a current intention of a user with respect to the mobile electronic device; and transition from the first operation state to a second operation state based on the current intention of the user with respect to the mobile electronic device.",9864425,Adjusting mobile device state based on user intentions and/or identity,2018
Y02D,Y02D70/21,"The present disclosure provides system and methods for calibrating a tunable metamaterial device. A sequence of port impedance vectors, (z(m), m), may be generated. Each of the port impedance vectors may be applied to the tunable metamaterial device, and measuring at least one S-parameter. A simulated S-Matrix may be generated by associating each of the port impedance vectors, z(m), with the unknown admittance matrix. The unknown admittance matrix may be solved for by determining a plurality of optimization variables by comparing each of the S-parameters, S(m), to the simulated S-Matrix for each port impedance vector, z(m), and generating an estimated admittance matrix by associating each of the optimization variables with the unknown admittance parameters. The estimated admittance matrix may be used for more accurate radiation patterning.",10075219,Admittance matrix calibration for tunable metamaterial systems,2018
Y02D,Y02D70/00,"In one embodiment, circuitry on a device is configured to detect a power failure of the device, inform a cellular modem of the device of the power failure, and supply capacitive reserve power to the cellular modem in response to the power failure. The cellular modem of the device may then send, using the capacitive reserve power, a cellular detach message into a cellular network, where the detach message has an indication that causes a receiving device to send a notification of the power failure to a configured endpoint device.",9986509,Advance remote failure notification (ARFN),2018
Y02D,Y02D50/30,"In general, techniques are described for extending routing protocol advertisements to include respective attributes of constituent links of an aggregation group. In one example, a network device includes a management interface that receives configuration information that specifies first and second constituent links for a layer two (L2) aggregated interface. The first and second constituent links are physical links connected to respective physical interfaces of forwarding units of the network device. A routing protocol daemon of the control unit generates a link state message that specifies layer three (L3) routing information associated with the aggregated interface and further specifies an attribute of the first constituent link and an attribute of the second constituent link. The routing protocol daemon sends the link state message from the network device to another network device of the network in accordance with a routing protocol.",10009231,Advertising with a layer three routing protocol constituent link attributes of a layer two bundle,2018
Y02D,Y02D70/00,"A method of aggregated virtual power plant (VPP) control includes receiving control variable values. The control variables are received for control variables related to energy production and loads of devices electrically coupled to an electrical grid and communicatively coupled to the VPP controller server. The method includes inputting the control variable values into an objective algorithm. The method may include executing the objective algorithm. Executing the objective algorithm includes adjusting energy loads and energy production of prosumers, adjusting an energy amount supplied from a supply side for multiple time intervals, and adjusting curtailment of the energy loads in the prosumers based thereon. The method includes generating a VPP DR event schedule and communicating it to VPP client servers. The VPP DR event schedule includes control signals that are configured to affect an operating condition of the devices that are controlled by the VPP client servers.",10103550,Aggregated and optimized virtual power plant control,2018
Y02D,Y02D70/00,"Disclosed are an AID reassignment method capable of optimally operating a wireless LAN system, and an apparatus for performing the AID reassignment method. The method comprises the steps of: generating a reconnection request frame for an AID reassignment request; transmitting the generated reconnection request frame to the currently associated access point; and receiving a reconnection response frame including AID reassignment information from the access point. Thus, the AID of the currently associated terminal can be dynamically reassigned according to a change in the characteristics of the terminal, thus operating a wireless LAN system in an optimum manner.",9913162,"AID reassignment method, and apparatus for performing said aid reassignment method",2018
Y02D,Y02D70/142,"A mobile button device (10) comprises a call button (12), a local wireless link (20) to a communicator (30), and a cellular connection (22). The mobile button device is programmed to perform an alarm reporting method including: originating an alarm by sending the alarm via the local wireless link to the communicator for alarm reporting by the communicator; after sending the alarm to the communicator, monitoring alarm reporting status via the local wireless link to the communicator; and reporting the alarm via the cellular connection in response to the monitoring determining that the communicator failed to report the alarm. For example, the monitoring may include polling the communicator via the local wireless link and the monitoring determines that the communicator failed to report the alarm if the polling indicates the communicator is unavailable (70) or a timeout condition (72) is reached.",9961186,Alarm reporting fail over mechanism,2018
