cpc_group_id,cpc_subgroup_id,patent_abstract,patent_number,patent_title,patent_year
G16B,G16B30/00,"The invention provides a method for determining copy number variations (CNV) of a sequence of interest in a test sample that comprises a mixture of nucleic acids that are known or are suspected to differ in the amount of one or more sequence of interest. The method comprises a statistical approach that accounts for accrued variability stemming from process-related, interchromosomal and inter-sequencing variability. The method is applicable to determining CNV of any fetal aneuploidy, and CNVs known or suspected to be associated with a variety of medical conditions. CNV that can be determined according to the method include trisomies and monosomies of any one or more of chromosomes 1-22, X and Y, other chromosomal polysomies, and deletions and/or duplications of segments of any one or more of the chromosomes, which can be detected by sequencing only once the nucleic acids of a test sample.",10388403,Analyzing copy number variation in the detection of cancer,2019
G16B,G16B30/00,"The invention provides a method for determining copy number variations (CNV) of a sequence of interest in a test sample that comprises a mixture of nucleic acids that are known or are suspected to differ in the amount of one or more sequence of interest. The method comprises a statistical approach that accounts for accrued variability stemming from process-related, interchromosomal and inter-sequencing variability. The method is applicable to determining CNV of any fetal aneuploidy, and CNVs known or suspected to be associated with a variety of medical conditions. CNV that can be determined according to the method include trisomies and monosomies of any one or more of chromosomes 1-22, X and Y, other chromosomal polysomies, and deletions and/or duplications of segments of any one or more of the chromosomes, which can be detected by sequencing only once the nucleic acids of a test sample.",10482993,Analyzing copy number variation in the detection of cancer,2019
G16B,G16B20/00,"Described are computational methods to reconstruct the chromosomes (and genomes) of ancestors given genetic data, IBD information, and full or partial pedigree information of some number of their descendants.",10504611,Ancestral human genomes,2019
G16B,G16B20/00,"Presenting ancestral origin information, comprising: receiving a request to display ancestry data of an individual; obtaining ancestry composition information of the individual, the ancestry composition information including information pertaining to a proportion of the individual's genotype data that is deemed to correspond to a specific ancestry; and presenting the ancestry composition information to be displayed.",10296847,Ancestry painting with local ancestry inference,2019
G16B,G16B20/40,"Disclosed herein are methods and systems for calculating genetic risk scores (GRS) representing the likelihood that an individual will develop a specific trait based on the ancestry of the individual. Also provided are methods and systems for providing a recommendation to the individual to modify a behavior related to a specific trait, based on the individual's GRS for that trait.",10468141,Ancestry-specific genetic risk scores,2019
G16B,G16B50/00,"A method for comparing DNA containing test results and stored results is provided, including a) a stored result selection and plurality of stored result database creation stage; b) a test result against stored result comparison stage, including: 1) A test result selection and plurality of test result database creation sub-stage; 2) A single test result database against single stored result database search sub-stage, performed for the various pairs of test result databases and stored result databases, to establish matches; 3) An established match review sub-stage, to filter out established matches which do not feature as matches across the other test result against stored result databases; 4) A process outcome sub-stage which provides details of the matches which extend across all the database pairs.",10235458,And relating to the matching of forensic results,2019
G16B,G16B40/20,"Systems and methods are provided for acquiring data from an input signal using multitask regression. The method includes: receiving the input signal, the input signal including data that includes a plurality of features; determining at least two computational tasks to analyze within the input signal; regularizing all of the at least two tasks using shared adaptive weights; performing a multitask regression on the input signal to create a solution path for all of the at least two tasks, wherein the multitask regression includes updating a model coefficient and a regularization weight together under an equality norm constraint until convergence is reached, and updating the model coefficient and regularization weight together under an updated equality norm constraint that has a greater l1-penalty than the previous equality norm constraint until convergence is reached; selecting a sparse model from the solution path; constructing an image using the sparse model; and displaying the image.",10504040,Annealed sparsity via adaptive and dynamic shrinking,2019
G16B,G16B5/00,"Disclosed herein are novel anti-microbial peptides with inhibitory activity against M. tuberculosis and streptococcus bacteria. Additionally, a method for designing novel anti-microbial peptides is disclosed.",10336790,Anti-microbial peptides and method for designing novel anti-microbial peptides,2019
G16B,G16B30/00,"A method of screening is provided. In certain embodiments, the method involves a) obtaining the nucleotide sequences of: i. a heavy chain-encoding nucleic acid that encodes the variable domain of a heavy chain of a first antibody of an animal; and ii. a light chain-encoding nucleic acid that encodes the variable domain of a light chain of the first antibody; b) obtaining nucleotide sequences of cDNAs encoding at least a portion of the antibody repertoire of the animal; c) computationally screening the sequences obtained in b) to identify heavy and light chain sequences that are related by lineage to the heavy and light chain sequences of a); and d) testing at least one pair of the heavy and light chain sequences identified in c) to identify a second antibody that binds to the same antigen as the first antibody.",10465186,Antibody identification by lineage analysis,2019
G16B,G16B10/00,"According to the present invention, a phylogenetic tree can be created on the basis of frequency data regarding a large number of mutations detected from the samples of a cancer. Each sample to be analyzed contains a mixture of plural clones having different genomes. Mutations having about the same frequencies are grouped to make plural groups, and an analysis is executed based on data listing the mutation frequencies of individual groups (called mutation group frequency data). It is assumed that pairs of clones corresponding respectively to mutation groups such that frequencies of one group is equal to or greater than that of another in all the samples have parent-child relations, and a graph structure having the clones as vertices and the parent-child relations as edges is created. In this graph, parent-child relations contradictory to the mutation group frequency data are removed, and a clone to become a parent is selected in consideration of correlation coefficients among the mutation group frequencies in the samples.",10325674,"Apparatus, method, and system for creating phylogenetic tree",2019
G16B,G16B40/00,"Methods and apparatuses for the analysis of mass spectroscopic (MS) data as well as ultraviolet (UV) absorption data. In particular, described herein are tools and methods to assist in generating annotated peptide maps from a raw MS data.",10354421,Apparatuses and methods for annotated peptide mapping,2019
G16B,G16B30/00,"A method for correcting nucleotide incorporation signals for fluid potential effects or disturbances arising in nucleic acid sequencing-by-synthesis includes: disposing a plurality of template polynucleotide strands in a plurality of defined spaces disposed on a sensor array, the template polynucleotide strands having a sequencing primer and a polymerase bound therewith; exposing the template polynucleotide strands to a series of flows of nucleotide species flowed through a fluid manifold, the fluid manifold comprising passages for flowing nucleotide species and a branch passage for flowing a solution, the branch passage comprising a reference electrode and a sensing electrode; obtaining a plurality of nucleotide incorporation signals corresponding to the plurality of defined spaces, the nucleotide incorporation signals having a signal intensity related to a number of nucleotide incorporations; and correcting at least some of the plurality of nucleotide incorporation signals for fluid potential effects or disturbances.",10416112,"Apparatuses, methods, systems, and computer-readable media for fluid potential artifact correction in reagent delivery systems",2019
G16B,G16B15/00,"In an embodiment, agricultural intelligence computer system stores a digital model of nutrient content in soil which includes a plurality of values and expressions that define transformations of or relationships between the values and produce estimates of nutrient content values in soil. The agricultural intelligence computer receives nutrient content measurement values for a particular field at a particular time. The agricultural intelligence computer system uses the digital model of nutrient content to compute a nutrient content value for the particular field at the particular time. The agricultural intelligence computer system identifies a modeling uncertainty corresponding to the computed nutrient content value and a measurement uncertainty corresponding to the received measurement values. Based on the identified uncertainties, the modeled nutrient content value, and the received measurement values, the agricultural intelligence computer system computes an assimilated nutrient content value.",10275550,Assimilating a soil sample into a digital nutrient model,2019
G16B,G16B30/00,"A method for searching sequences includes storing a probe sequence and a target sequence expressed in a first orthogonal domain. The target sequence includes potential probe match sequences each characterized by the length of the target sequence. The probe sequence representation and the target sequence are transformed into an orthogonal domain. In the orthogonal domain, the target sequence is encoded with modulation functions to produce a plurality of encoded target sequences, each of the modulation functions having a position index corresponding to one of the potential probe match sequences. The plurality of encoded target sequences is interfered with the probe sequence in the orthogonal domain and an inverse transform result is obtained. If the inverse transform result exceeds a threshold, information is output indicating a match between the probe sequence and a corresponding one of the potential probe match sequences.",10438690,Associative memory and data searching system and method,2019
G16B,G16B5/00,"A process of identifying a plurality of biological samples having particular desired attributes by testing pooled samples and selecting, for intended uses such as transfusion, or for subsequent analysis that is thereby enriched for such samples, pooled samples which have, or may have, said desired attributes. The preferred number of samples per pool “d” is determined by selecting an integer value as d which produces the maximum or a value near the maximum of the product of: d times the expected number of unambiguous sample pools, where a sample pool is unambiguous if all of the samples have the desired attributes, and is otherwise ambiguous if at least one sample has the desired attributes. The value selected as d can be greater than the maximum product above, so as to enlarge the total number of samples assayed in determining the desired attributes.",10208347,Attribute sieving and profiling with sample enrichment by optimized pooling,2019
G16B,G16B50/00,"Systems and methods for automated creation of a dictionary of scientific terms are described herein. Initially, input data is filtered to obtain a primary file having a plurality of term-ID pairs with each term-ID pair having a unique term ID and a scientific term. Further, a remove-term file is generated based on one or more term-ID pairs identified from the primary file such that the scientific terms of each term-ID pair corresponds to one of additional terms, frequent scientific terms, and undesirable terms. At least one term-ID pair from among the one or more term-ID pairs is altered to obtain a modified term-ID pair based on modification rules. The modified term-ID pair is added to an add-term file and a modified file is obtained based on the remove-term file and the add-term file. Duplicate term-ID pairs present in the modified file are removed to obtain the dictionary of scientific terms.",10176188,Automated dictionary creation for scientific terms,2019
G16B,G16B20/20,The present disclosure relates to processes for determining the number of nucleic acid repeats in a DNA fragment comprising a nucleic acid repeat region. One example method may include receiving DNA size and abundance data generated by resolving DNA amplification products. A set of low-pass data may be generated by applying a low-pass filter to the DNA size and abundance data and a set of band-pass data may be generated by applying a band-pass filter to the DNA size and abundance data. A peak of the DNA size and abundance data representative of a number of nucleic acid repeats in the DNA may be identified based on peaks identified from the low-pass data and the band-pass data.,10497463,Automated nucleic acid repeat count calling methods,2019
G16B,G16B15/00,"An automated method for remote computing of molecular docking and dynamics from one or more jobs in a network of plurality of users. The invention employs a system to execute the method comprising at least one user device, a remote computing server and a remote database. The job defining action tags are received and scanned by the remote server. A semantic analysis is performed on the jobs to distinguish between customized and non-customized tasks. A data analysis of the jobs is packaged in a compressed format. The user is continually updated of the job status. A public link is generated and sent to the user to download the results. The link is disabled after the downloading of the results to ensure the security of the data. The method avoids any duplication of jobs and can be performed even when the user is offline.",10467068,Automated remote computing method and system by email platform for molecular analysis,2019
G16B,G16B50/00,A differential sequence object is constructed on the basis of alignment of sub-strings via incremental synchronization of sequence strings using known positions of the sub-strings relative to a reference genome sequence. An output file is then generated that comprises only relevant changes with respect to the reference genome.,10242155,BAMBAM: parallel comparative analysis of high-throughput sequencing data,2019
G16B,G16B20/20,"The present invention relates to methods for evaluating and/or predicting the outcome of a clinical condition, such as cancer, metastasis, AIDS, autism, Alzheimer's, and/or Parkinson's disorder. The methods can also be used to monitor and track changes in a patient's DNA and/or RNA during and following a clinical treatment regime. The methods may also be used to evaluate protein and/or metabolite levels that correlate with such clinical conditions. The methods are also of use to ascertain the probability outcome for a patient's particular prognosis.",10249384,Bambam: parallel comparative analysis of high-throughput sequencing data,2019
G16B,G16B20/20,"The present invention relates to methods for evaluating and/or predicting the outcome of a clinical condition, such as cancer, metastasis, AIDS, autism, Alzheimer's, and/or Parkinson's disorder. The methods can also be used to monitor and track changes in a patient's DNA and/or RNA during and following a clinical treatment regime. The methods may also be used to evaluate protein and/or metabolite levels that correlate with such clinical conditions. The methods are also of use to ascertain the probability outcome for a patient's particular prognosis.",10268800,BAMBAM: parallel comparative analysis of high-throughput sequencing data,2019
G16B,G16B40/00,"Methods for identifying subjects as candidates for embryo implantation are provided. In some embodiments, the methods include providing a sample of endometrium isolated from a subject during the second half of the subject's menstrual cycle and determining whether the subject is a candidate based on the expression of BCL6 in the sample. Also provided are methods for identifying an increased risk for implantation failure subsequent to in vitro fertilization (IVF) and/or frozen embryo transfer (FET), methods for detecting endometrial receptivity, methods for facilitating diagnoses of infertility, methods for increasing the likelihood of embryo implantation, methods for detecting the presence of endometriosis, and methods for managing treatment of subjects with potential endometriosis, subfertility, or both.",10234465,BCL6 expression in eutopic endometrium as a marker for endometriosis and subfertility,2019
G16B,G16B5/00,"A method comprises initiating a first application in a first one of a plurality of distributed processing nodes, and responsive to initiation of the first application, identifying a plurality of beacon entities to be contacted in conjunction with execution of at least a portion of the first application. The method also comprises, for each of at least a subset of the identified beacon entities, initiating an additional application in an additional one of the plurality of distributed processing nodes. The method further comprises aggregating processing results from the first and one or more additional processing nodes, and providing the aggregated processing results to a client. The plurality of distributed processing nodes may comprise a plurality of YARN clusters associated with respective data zones, with each of the clusters being configured to perform processing operations utilizing local data resources locally accessible within its corresponding data zone.",10277668,Beacon-based distributed data processing platform,2019
G16B,G16B35/00,"Compositions and methods determines post-transfusion survival of platelets and the suitability of platelet units for transfusion by measuring the levels of one or more markers in a platelet sample. A method determines post-transfusion survival of platelets (PL T) prior to transfusion, the method comprising the steps of: a) measuring the levels of one or more markers in a PL T sample selected from the group consisting of adenine, 13-HODE/9-HODE, Caprylate, Laurate, C-glycosyltryptophan, andro steroid monsulfate 2, and Unelucidated Compounds (UC) 1-4; b) comparing the level of the one or more markers in the PLT sample with the level of the one or more markers present in a control sample, wherein a higher or lower level of the one or more markers in the PL T sample is indicative of post-transfusion survival of platelets.",10330668,Biochemical markers of platelet storage,2019
G16B,G16B45/00,Biometric analysis of vascular patterning may be performed in 3D and 2D as an integrative biomarker of complex molecular and mechanical signaling. The vascular patterning may facilitate the coordination of essentially unlimited numbers of bioinformatics dimensions for specific molecular and other co-localizations with spatiotemporal dimensions of vascular morphology. The vascular patterning may also apply geometric principles of translational versus rotational principles for vascular branching to support the transformation of VESGEN 2D to VESGEN 3D.,10282841,Bioinformatic analysis of vascular patterning,2019
G16B,G16B50/00,"The present disclosure relates to systems and methods for facilitating trusted handling of genomic and/or other bioinformatic information. Certain embodiments may facilitate policy-based governance of access to and/or use of bioinformatic information, improved interaction with and/or use of distributed bioinformatic information, parallelization of various processes involving bioinformatic information, and/or reduced user involvement in bioinformatic workflow processes, and/or the like. Further embodiments may provide for memoization processes that may persistently store final and/or intermediate results of computations performed using genomic data for use in connection with future computations.",10522244,Bioinformatic processing systems and methods,2019
G16B,G16B50/00,"A system, method and apparatus for executing a sequence analysis pipeline on genetic sequence data includes a structured ASIC formed of a set of hardwired digital logic circuits that are interconnected by physical electrical interconnects. One of the physical electrical interconnects forms an input to the structured ASIC connected with an electronic data source for receiving reads of genomic data. The hardwired digital logic circuits are arranged as a set of processing engines, each processing engine being formed of a subset of the hardwired digital logic circuits to perform one or more steps in the sequence analysis pipeline on the reads of genomic data. Each subset of the hardwired digital logic circuits is formed in a wired configuration to perform the one or more steps in the sequence analysis pipeline.",10210308,"Bioinformatics systems, apparatuses, and methods executed on an integrated circuit processing platform",2019
G16B,G16B50/00,"A system, method and apparatus for executing a sequence analysis pipeline on genetic sequence data includes a structured ASIC formed of a set of hardwired digital logic circuits that are interconnected by physical electrical interconnects. One of the physical electrical interconnects forms an input to the structured ASIC connected with an electronic data source for receiving reads of genomic data. The hardwired digital logic circuits are arranged as a set of processing engines, each processing engine being formed of a subset of the hardwired digital logic circuits to perform one or more steps in the sequence analysis pipeline on the reads of genomic data. Each subset of the hardwired digital logic circuits is formed in a wired configuration to perform the one or more steps in the sequence analysis pipeline.",10216898,"Bioinformatics systems, apparatuses, and methods executed on an integrated circuit processing platform",2019
G16B,G16B50/00,"A system, method and apparatus for executing a sequence analysis pipeline on genetic sequence data includes a structured ASIC formed of a set of hardwired digital logic circuits that are interconnected by physical electrical interconnects. One of the physical electrical interconnects forms an input to the structured ASIC connected with an electronic data source for receiving reads of genomic data. The hardwired digital logic circuits are arranged as a set of processing engines, each processing engine being formed of a subset of the hardwired digital logic circuits to perform one or more steps in the sequence analysis pipeline on the reads of genomic data. Each subset of the hardwired digital logic circuits is formed in a wired configuration to perform the one or more steps in the sequence analysis pipeline.",10262105,"Bioinformatics systems, apparatuses, and methods executed on an integrated circuit processing platform",2019
G16B,G16B99/00,"Provided is a biological information processing method and a device, a recording medium and a program that are able to predict and control changes in the state of an organism. The expression level of molecules in an organism is measured over a specific time interval; the measured time-series data is divided into a periodic component, an environmental stimulus response component and a baseline component; constant regions of the time-series data are identified from variations in the baseline component or from the amplitude or periodic variations of the periodic component; and causal relation between the identified constant regions is identified. The relation between the external environment and variations in the internal environment is identified and from the identified causal relation between the constant regions, changes in the state of the organism are inferred.",10303845,"Biological information processing method and device, recording medium and program",2019
G16B,G16B40/00,"A biological sample measuring device in which a deposited biological sample is introduced into a capillary, a biological sample measuring sensor in which a reagent and the biological sample provided is mounted, and the biological sample is measured. The biological sample measuring device comprises a mounting portion, a voltage application section, and a detection component. The biological sample measuring sensor is mounted to the mounting portion. The voltage application section applies a measurement voltage to a plurality of electrodes disposed along the capillary. The detection component eliminates the effect of seepage of the biological sample by pass-around at the end of the capillary, or the effect whereby the plasma component seeps into the reagent, and detects the degree to which the biological sample is introduced into the capillary, based on the output result for the voltage applied by the voltage application section to the electrodes.",10241069,Biological sample measuring device,2019
G16B,G16B30/00,Provided herein are recombinase-based frameworks for building state machines in vitro and in vivo by using chemically controlled DNA excision and inversion operations to encode state in DNA sequence.,10480009,Biological state machines,2019
G16B,G16B5/00,"The present invention relates to methods and kits for the detection of predetermined biomarkers for early diagnosis and management of cancer, and in particular, colorectal tumors.",10246748,Biomarker combinations for colorectal tumors,2019
G16B,G16B25/00,"Disclosed are method and apparatus for identifying biomarkers and in particular for identifying biomarkers for use in making clinical assessments, such as early diagnostic, diagnostic, disease stage, disease severity, disease subtype, response to therapy or prognostic assessments. In one particular example, the techniques are applied to allow assessments of patients suffering from, suspected of suffering from, or with clinical signs of SIRS (Systemic Inflammatory Response Syndrome) being either infection-negative SIRS or infection-positive SIRS.",10167511,Biomarker identification,2019
G16B,G16B25/00,"Disclosed are method and apparatus for identifying biomarkers and in particular for identifying biomarkers for use in making clinical assessments, such as early diagnostic, diagnostic, disease stage, disease severity, disease subtype, response to therapy or prognostic assessments. In one particular example, the techniques are applied to allow assessments of patients suffering from, suspected of suffering from, or with clinical signs of SIRS (Systemic Inflammatory Response Syndrome) being either infection-negative SIRS or infection-positive SIRS.",10190169,Biomarker identification,2019
G16B,G16B30/00,"Biomarkers, methods, assays, and kits are provided for predicting the efficacy of adjuvant chemotherapy (ACT) in a subject with early-stage non-small cell lung cancer (NSCLC).",10240206,Biomarkers and methods for predicting benefit of adjuvant chemotherapy,2019
G16B,G16B25/00,"The present invention provides a method of assessing whether an individual is at high risk or low risk of inflammatory bowel disease (IBD) progression by determining the expression level of two or more genes in a whole blood sample. Also provided are methods for treating IBD in an individual who is determined to be at high risk or low risk for IBD progression, and kits for assessing whether an individual is at high risk or low risk for IBD progression. Arrays, and methods of providing arrays, of patient-identified selected gene expression products from a whole blood sample of a patient are also provided.",10202651,Biomarkers for inflammatory bowel disease,2019
G16B,G16B25/00,"Biomarkers and methods of using them for aiding diagnosis, prognosis, and treatment of critically ill patients are disclosed. In particular, the invention relates to the use of biomarkers for prognosis of mortality in critically ill patients with sepsis, severe trauma, or burns.",10344332,Biomarkers for use in prognosis of mortality in critically ill patients,2019
G16B,G16B30/00,"In a dynamic computing environment, it is a nontrivial task to verify code running in the environment because most approaches to software similarity require extensive and time-consuming analysis of a binary, or the approaches fail to recognize executables that are similar but nonidentical. A biosequence-based method for quantifying similarity of executable binaries is used to identify allowed codes in a real-world multi-user environment.",10191726,Biosequence-based approach to analyzing binaries,2019
G16B,G16B20/00,Biomarkers and methods using the biomarkers for the prediction of the recurrence risk of cancer in a patient are provided.,10501807,Cancer biomarkers,2019
G16B,G16B20/00,Biomarkers and methods using the biomarkers for the prediction of the recurrence risk of cancer in a patient are provided.,10519513,Cancer Biomarkers,2019
G16B,G16B20/00,"Disclosed herein, in certain instances, are methods for the diagnosis, prognosis and determination of cancer progression of a cancer in a subject. Further disclosed herein, in certain instances, are methods for determining the treatment modality of a cancer in a subject. The methods comprise expression-based analysis of non-coding targets and coding targets. Further disclosed herein, in certain instances, are probe sets for use in assessing a cancer status in a subject.",10513737,Cancer diagnostics using non-coding transcripts,2019
G16B,G16B20/00,"Methods, devices, compositions and kits are provided for analysis of the microbiome or individual components thereof in an individual. The methods find use in a determination of infection, in analysis of the microbiome structure, in determining the immunocompetence of an individual, and the like. In some embodiments of the invention, the individual is treated with a therapeutic regimen, e.g. drugs, diet, radiation therapy, and the like.",10450620,Cell-free nucleic acids for the analysis of the human microbiome and components thereof,2019
G16B,G16B50/00,"Devices, methods, and systems are provided for priming, separating, and collecting blood components. At least one disposable component may be utilized, and a determination may be made as to whether such a disposable component is authentic, is new/unused or used, or both.",10434239,Centrifuge system and method with component tracking,2019
G16B,G16B20/00,"The present invention provides, inter alia, kits for selecting a chemotherapy regimen for a subject. The kits comprise one or more components for detecting the expression of at least one gene from the group of SLC12A7, GZMB, TAF6L, NFIB, METRN, ROPN1B, TTK, CCND1, PTTG1, H2AFZ, WDR45L, DEK, MCM2, USP1, CDT1, TMEM97, RER1, MCM6, LZTFL1, C11orf17, CCL5, XCL1, XCL2, MELK, CTSL2, TPX2, AURKA, CDKN2C, BRP44, PNP, SMC4, NR4A2, C3orf37, MTPAP, CDC25B, ABCF1, MTAP, SNAPC3, RANBP9, COIL, FAM86B1, ITGA6, S100P, RANBP1, PRSS16, SMARCA2, STK24, TSPYL5, SRI, LRP12, CENPF, TUBD1, KIAA1324, DBF4, CCNA2, DLGAP5, FHL1, SIRT3, GTSE1, PCNA, CCNE2, CHD3, CAP1, GPM6B, GUSBP3, GNAI3, LMO4, PSRC1, USP1, STK38, BAT2L1, PMP22, NME5, CENPA, BANK1, and derivatives thereof. Methods for selecting a chemotherapy regimen for a subject are also provided.",10443103,Chemotherapy regimen selection,2019
